Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3324-3318-2383-81342,2021-07-02,1625243675,Charged,HWMRD-M1,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.49,0.50,2.99,,,,FR
GPA.3367-0319-6655-25020,2021-07-02,1625247351,Charged,a20e,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3344-3282-0370-30008,2021-07-02,1625248883,Charged,t2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,AED,22.85,1.14,23.99,,أبو ظبي,,AE
GPA.3332-7852-4425-89340,2021-07-02,1625250046,Charged,merlinnfc,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,123.96,26.03,149.99,,,,CZ
GPA.3391-6737-7387-23082,2021-07-02,1625253438,Charged,star2qltechn,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,São Paulo,SP,05542020,BR
GPA.3380-9685-3497-96907,2021-07-02,1625255489,Charged,F5121,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.03,0.96,5.99,,,,DE
GPA.3347-8183-3273-54135,2021-07-02,1625255777,Charged,gta3xlwifi,Remove all anoying ads (Notes - Notepad - Notes App for Android),owl.notes.notepad.notesappforandroid.notepadappforandroidfree,inapp,iapremoveadssale,EUR,2.55,0.54,3.09,,,,ES
GPA.3371-8111-5671-97548,2021-07-02,1625256385,Charged,x1q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.21,3.20,BRUNSVILLE,IA,51008,US
GPA.3330-6363-8379-75452,2021-07-03,1625283847,Charged,kane_sprout,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,BRL,16.99,0.00,16.99,Brasília,DF,72310417,BR
GPA.3378-8406-5380-28145,2021-07-03,1625315586,Charged,htc_imedugl,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,TWD,84.00,4.00,88.00,中正區,基隆市,202,TW
GPA.3332-7852-4425-89340,2021-07-03,1625318926,Refund,merlinnfc,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,123.96,-26.03,-149.99,,,,CZ
